Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
Administração Regional de Samambaia;9114;226597;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.13723;DESEMPENADEIRA, Descrição: em aço liso, medindo 25,5x12cm.;un;30,0000;7,0000;213,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226599;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.13724;CORTADOR DE PISO, Descrição: comprimento máximo de corte de 115cm, tamanho máximo para corte diagonal de 81x81cm, espessura máxima de corte de 12mm, rodeis para substituição, carro-guia e barra de encosto em alumínio injetado.;un;5,0000;500,0000;2500,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226600;Material;42;Ferramentas;Outros;Material;30.42.00.002;Ferramentas em geral;;;3.3.90.30.42.00.002.13725;CHAVE DE TESTE, Descrição: de teste elétrico, haste em plástico, medindo 150mm, ponta em metal, cabo plástico, para detecção de tensão, com sinal de alerta.;un;10,0000;1,0000;16,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226601;Material;42;Ferramentas;Outros;Material;30.42.00.002;Ferramentas em geral;;;3.3.90.30.42.00.002.13726;ARCO DE SERRA, Descrição: lâmina de serra standard medindo 12 polegadas, tratamento superficial cromado, cabo em polipropileno, cor preta.;un;20,0000;10,0000;204,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226602;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.13727;RÉGUA, Descrição: bitubular em alumínio, para pedreiro, medindo 45x20mm, comprimento de 3m.;un;10,0000;44,0000;440,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226623;Material;44;Material de Sinalização Visual e Afins;Outros;Material;30.44.00.001;Artigos e material para sinalização e segurança;;;3.3.90.30.44.00.001.13909;Fita zebrada. Demais especificações conforme termo de referência;rl;15,0000;32,0000;487,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226624;Material;24;Equipamento de Proteção, Segurança e Socorro;Outros;Material;52.24.00.001;Equipamentos de proteção;;;4.4.90.52.24.00.001.13952;TENDA PIRAMIDAL 6X6 m, Cor branca, demais especificações de acordo com o termo de referência.;un;3,0000;4000,0000;12000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226625;Material;34;Máquinas, Utensílios e Equipamentos Diversos;Outros;Material;52.34.00.004;Máquinas, utensílios e equipamentos diversos;;;4.4.90.52.34.00.004.14492;Perfurador de solo com broca 80x10 + 80x15 + 80/30;un;20,0000;1,0000;33,6000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226626;Material;17;Material de Informática;Outros;Material;30.17.00.002;Peças e acessórios para computadores e periféricos;;;3.3.90.30.17.00.002.14594;IDENTIFICADOR DE CABOS, Descrição: kit de anilhas alfanuméricas para identificação de cabos de rede, Unidade de Fornecimento: kit com 1000 peças com algarismos do 0 ao 9. - ;kit;20,0000;130,0000;2600,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226627;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.007;Materiais para instalação hidráulica;;;3.3.90.30.24.00.007.14711;VÁLVULA, Descrição: de 1 polegada para lavatório de banheiro sem
ladrão em metal cromado e plástico com parafuso de aperto
central.
;un;50,0000;5,0000;250,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226628;Material;42;Ferramentas;Outros;Material;30.42.00.002;Ferramentas em geral;;;3.3.90.30.42.00.002.14733;JOGO DE CHAVES TIPO ALLEN DE 0,05, 1/16 - 5/64, 3/32, 7/64, 1/8,
9/64, 5/32, 3/16, 7/32, 1/4, 5/16 E 3/8;jg;4,0000;47,0000;191,6800;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226629;Material;34;Máquinas, Utensílios e Equipamentos Diversos;Outros;Material;52.34.00.004;Máquinas, utensílios e equipamentos diversos;;;4.4.90.52.34.00.004.14742;ANDAIME, material: aço carbono, modelo: tubular modulado, acessórios: diagonal, rodízio, ferro, painel horizontal, pranchão, características adicionais: tipo "H", altura: 1,00m x 1,00m.;un;20,0000;180,0000;3600,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226630;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.14847;TOMADA DE SOBREPOR, Descrição: confeccionado em material termoplástico, na cor branca, com 02 tomadas tipo 2P+T, corrente de 10A, tensão de até 250V, acompanha parafusos para fixação.;un;96,0000;8,0000;787,2000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226861;Material;24;Equipamento de Proteção, Segurança e Socorro;Outros;Material;52.24.00.001;Equipamentos de proteção;;;4.4.90.52.24.00.001.14982;TENDA PIRAMIDAL MEDINDO 10X10. Estrutura : Fabricada em chapa de ferro tubular  , Soldadas em sistema MIG, A Tenda Piramidal possui uma galvanização de alta resistência (Protege sua estrutura contra ferrugem), a união das peças são feitas através de parafusos e conexões feitas em aço inoxidável. Lona .: Lona Super Resistente fabricada em PVC, unida por vulcanização de alta frequência, com reforço nos pontos de maior tensão, lona recebe um tratamento Anti Mofo, Anti Fungo, não propaga chamas garantindo maior segurança e conta com um sistema de proteção UV.;un;1,0000;11084,0000;11084,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226862;Material;42;Mobiliário em Geral;Outros;Material;52.42.00.013;Móveis em geral;;;4.4.90.52.42.00.013.15241;Descanso ergonômico para pés, demais especificações de acordo com o Termo de referência.;un;94,0000;50,0000;4700,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226962;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.15794;DESEMPENADEIRA - em aço dentada, medindo 10x10cm.;un;30,0000;8,0000;264,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226866;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.15303;LUMINÁRIA DE EMERGÊNCIA, acendimento automático, autonomia mínima 4 horas, tipo bateria selada recarregável, voltagem 110/220v, tipo lâmpada LED.;un;100,0000;2,0000;200,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226895;Material;42;Ferramentas;Outros;Material;30.42.00.002;Ferramentas em geral;;;3.3.90.30.42.00.002.15367;ALICATE em aço vanádio, tipo universal, com isolação de 1000v, empunhadura em polímero antichamas, acabamento niquelado, cromado e polido. Demais especificações conforme Termo de Referência.;un;20,0000;19,0000;380,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226896;Serviço;58;Serviços de Telecomunicações;Outros;Serviço;39.58.00.008;Serviço de telefonia móvel pessoal - smp - local;;;3.3.90.39.58.00.008.15380;Contratação de empresa para a prestação de Serviços de Telefonia Móvel Pessoal (SMP) nas modalidades Local, Longa Distância Nacional (LDN), Longa Distância Internacional (LDI), Roaming Internacional e Internet Móvel, com fornecimento de equip.;srvc;25,0000;933,0000;23325,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226897;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.15559;BARRA CHATA, Descrição: em aço, medindo 1.1/2 x 3/16 polegadas, Unidade de Fornecimento: barra com 6m.;bar;80,0000;12,0000;960,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226898;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.15562;BARRA CHATA, Descrição: em aço, medindo 1 x 3/16 polegadas, Unidade de Fornecimento: barra com 6m.;bar;80,0000;12,0000;960,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226899;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.15566;DOBRADIÇA, Descrição: tipo gonzo, medindo 1/2 polegada.;un;200,0000;5,0000;1000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226900;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.15568;FERROLHO, Descrição: ferrolho chato, zincado, medindo 3 polegadas.;un;80,0000;15,0000;1200,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226921;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.15616;VERGALHÃO, Descrição: reto, soldável, CA50, medindo 3/8 polegadas, Unidade de Fornecimento: barra com 12m.;bar;100,0000;4,0000;400,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226922;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.006;Louças, azulejos e pisos;;;3.3.90.30.24.00.006.15634;KIT UNIVERSAL, Descrição: completo, para caixa de descarga acoplada com acionamento de 2 botões, de descarga completa de 6 litros, compatível com os todos modelos de caixas acopladas com acionamento superior e lateral, Características Adicionais: demais especificações conforme Termo de Referência.;un;10,0000;115,0000;1150,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226923;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.007;Materiais para instalação hidráulica;;;3.3.90.30.24.00.007.15637;SIFÃO, Descrição: em plásticos de engenharia e elastômeros, tipo flexível, sanfonado, acabamento cromado, diâmetros de saída dn38 x dn40 x dn48 x dn50, com no mínimo 300mm de comprimento, Características Adicionais: demais especificações conforme Termo de Referência.;un;50,0000;15,0000;750,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226924;Material;28;Máquinas e Equipamentos de Natureza Industrial;Outros;Material;52.28.00.001;Máquinas, E equipamentos de natureza industrial;;;4.4.90.52.28.00.001.15639;ASPIRADOR DE PÓ, Descrição: tipo industrial, para sólidos e líquidos, potência mínima de 1.400w, capacidade mínima de 50 litros, alça para transporte, 220V, Características Adicionais: demais especificações conforme Termo de Referência.;un;5,0000;396,0000;1983,0500;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226925;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.007;Materiais para instalação hidráulica;;;3.3.90.30.24.00.007.15655;TÊ DE REDUÇÃO, Descrição: em PVC rígido, angulação de 90°, fixação soldável com rosca na bolsa central, bitola lado roscável de 1/2 polegada, e lado soldável de 25x25mm, com redução central em bucha de latão.;un;30,0000;0,0000;18,6000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226926;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.007;Materiais para instalação hidráulica;;;3.3.90.30.24.00.007.15656;TÊ DE REDUÇÃO, Descrição: em PVC rígido, angulação de 90°, fixação soldável com rosca na bolsa central, bitola lado roscável de 3/4 polegada, e lado soldável de 25x25mm, com redução central em bucha de latão.;un;50,0000;1,0000;75,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226927;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.013;Material de construção;;;3.3.90.30.24.00.013.15767;PARAFUSO para fixação de telhas, auto brocante, sextavado, medindo 12 x 3/4 polegadas, acompanhado de arruela.;un;150,0000;0,0000;60,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226928;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.15768;PARAFUSO AUTO BROCANTE medindo 1/2 polegadas x 3/16 polegadas x 10 mm, caixa com 200 unidades.;cx;80,0000;25,0000;2000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226929;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.15773;ROLAMENTO medindo 2.1/2 polegadas, canal "U";un;40,0000;8,0000;320,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226930;Material;42;Ferramentas;Outros;Material;30.42.00.002;Ferramentas em geral;;;3.3.90.30.42.00.002.15785;CAÇAMBA - em plástico, para pintura, capacidade de 10 litros.;un;30,0000;16,0000;504,6000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226961;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.15788;DESEMPENADEIRA - Descrição: em aço, tipo dentada, com cabo de madeira, medindo no mínimo 30x15cm.;un;30,0000;13,0000;417,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226963;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.15799;COLHER DE PEDREIRO - Descrição: corpo forjado em aço, pintura eletrostática a pó, cabo em madeira, referência 08 polegadas.;un;50,0000;8,0000;435,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226964;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.15825;CABO, Descrição: tipo PP de 4x4MM, 750V, condutor de fios de cobre, têmpera mole, classe 5, isolamento por composto termoplástico polivinílico tipo PVC/D, tensão nominal de até 450/750 V;m;100,0000;10,0000;1000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226965;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.15826;CABO, Descrição: tipo PP de 2X2,5MM, para tensões nominais de até 500 V, formado por fios de cobre nu, eletrolítico, têmpera mole, encordoamento classe 5, flexível.;m;100,0000;3,0000;360,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226966;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.15827;CABO, Descrição: tipo PP de 4x6MM, condutor de fios de cobre eletrolítico, seção circular, têmpera mole, classe 5 de encordoamento, isolamento das veias a base de PVC, sem chumbo anti-chama, classe térmica 70°C, para cobertura externa PVC classe térmica 60°C.;m;100,0000;15,0000;1500,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226967;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.15828;PERFIL, Descrição: U enrijecido, em chapa de aço, medindo 150x60x20mm, barra com 6m;bar;80,0000;10,0000;800,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227014;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.15829;PERFIL, Descrição: U enrijecido, em chapa de aço, medindo 100x50x15mm, barra com 6m.;bar;100,0000;10,0000;1000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227015;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.15830;PERFIL, Descrição: U enrijecido, em chapa de aço, medindo 75x40x15mm, barra com 6m;bar;100,0000;10,0000;1000,0000;0,0000;02/09/2026
